#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   612    0.20298E+04    0.29484E+02    0.96303E-08    0.29484E+02    0.22033E+02   -0.12434E-08    0.96303E-08   -0.12434E-08    0.29591E-13
   613    0.20206E+04    0.28996E+02    0.96958E-08    0.28996E+02    0.22330E+02   -0.12576E-08    0.96958E-08   -0.12576E-08    0.29413E-13
   614    0.20116E+04    0.28474E+02    0.97616E-08    0.28474E+02    0.22629E+02   -0.12715E-08    0.97616E-08   -0.12715E-08    0.29237E-13
   615    0.20026E+04    0.27922E+02    0.98276E-08    0.27922E+02    0.22926E+02   -0.12852E-08    0.98276E-08   -0.12852E-08    0.29062E-13
   616    0.19937E+04    0.27338E+02    0.98938E-08    0.27338E+02    0.23225E+02   -0.12987E-08    0.98938E-08   -0.12987E-08    0.28888E-13
   617    0.19849E+04    0.26722E+02    0.99602E-08    0.26722E+02    0.23522E+02   -0.13119E-08    0.99602E-08   -0.13119E-08    0.28716E-13
   618    0.19760E+04    0.26074E+02    0.10027E-07    0.26074E+02    0.23819E+02   -0.13248E-08    0.10027E-07   -0.13248E-08    0.28545E-13
   619    0.19672E+04    0.25396E+02    0.10093E-07    0.25396E+02    0.24117E+02   -0.13375E-08    0.10093E-07   -0.13375E-08    0.28375E-13
   620    0.19586E+04    0.24687E+02    0.10160E-07    0.24687E+02    0.24411E+02   -0.13500E-08    0.10160E-07   -0.13500E-08    0.28207E-13
   621    0.19499E+04    0.23947E+02    0.10227E-07    0.23947E+02    0.24706E+02   -0.13622E-08    0.10227E-07   -0.13622E-08    0.28039E-13
   622    0.19414E+04    0.23176E+02    0.10294E-07    0.23176E+02    0.24999E+02   -0.13742E-08    0.10294E-07   -0.13742E-08    0.27873E-13
   623    0.19330E+04    0.22377E+02    0.10360E-07    0.22377E+02    0.25290E+02   -0.13859E-08    0.10360E-07   -0.13859E-08    0.27708E-13
   624    0.19245E+04    0.21547E+02    0.10427E-07    0.21547E+02    0.25580E+02   -0.13974E-08    0.10427E-07   -0.13974E-08    0.27545E-13
   625    0.19162E+04    0.20686E+02    0.10494E-07    0.20686E+02    0.25869E+02   -0.14087E-08    0.10494E-07   -0.14087E-08    0.27382E-13
   626    0.19080E+04    0.19797E+02    0.10561E-07    0.19797E+02    0.26156E+02   -0.14197E-08    0.10561E-07   -0.14197E-08    0.27221E-13
   627    0.18999E+04    0.18879E+02    0.10628E-07    0.18879E+02    0.26441E+02   -0.14304E-08    0.10628E-07   -0.14304E-08    0.27061E-13
   628    0.18919E+04    0.17932E+02    0.10695E-07    0.17932E+02    0.26725E+02   -0.14410E-08    0.10695E-07   -0.14410E-08    0.26903E-13
   629    0.18841E+04    0.16957E+02    0.10762E-07    0.16957E+02    0.27006E+02   -0.14512E-08    0.10762E-07   -0.14512E-08    0.26745E-13
   630    0.18762E+04    0.15953E+02    0.10829E-07    0.15953E+02    0.27285E+02   -0.14613E-08    0.10829E-07   -0.14613E-08    0.26588E-13
   631    0.18685E+04    0.14923E+02    0.10895E-07    0.14923E+02    0.27562E+02   -0.14711E-08    0.10895E-07   -0.14711E-08    0.26433E-13
   632    0.18609E+04    0.13864E+02    0.10962E-07    0.13864E+02    0.27836E+02   -0.14806E-08    0.10962E-07   -0.14806E-08    0.26279E-13
   633    0.18534E+04    0.12780E+02    0.11028E-07    0.12780E+02    0.28109E+02   -0.14900E-08    0.11028E-07   -0.14900E-08    0.26126E-13
   634    0.18461E+04    0.11669E+02    0.11094E-07    0.11669E+02    0.28378E+02   -0.14990E-08    0.11094E-07   -0.14990E-08    0.25974E-13
   635    0.18390E+04    0.10533E+02    0.11160E-07    0.10533E+02    0.28646E+02   -0.15079E-08    0.11160E-07   -0.15079E-08    0.25823E-13
   636    0.18318E+04    0.93715E+01    0.11226E-07    0.93715E+01    0.28911E+02   -0.15165E-08    0.11226E-07   -0.15165E-08    0.25673E-13
   637    0.18248E+04    0.81842E+01    0.11292E-07    0.81842E+01    0.29172E+02   -0.15249E-08    0.11292E-07   -0.15249E-08    0.25525E-13
   638    0.18180E+04    0.69734E+01    0.11357E-07    0.69734E+01    0.29431E+02   -0.15330E-08    0.11357E-07   -0.15330E-08    0.25377E-13
   639    0.18113E+04    0.57379E+01    0.11423E-07    0.57379E+01    0.29686E+02   -0.15409E-08    0.11423E-07   -0.15409E-08    0.25231E-13
   640    0.18048E+04    0.44794E+01    0.11488E-07    0.44794E+01    0.29940E+02   -0.15486E-08    0.11488E-07   -0.15486E-08    0.25085E-13
   641    0.17984E+04    0.31978E+01    0.11552E-07    0.31978E+01    0.30189E+02   -0.15560E-08    0.11552E-07   -0.15560E-08    0.24941E-13
   642    0.17921E+04    0.18939E+01    0.11617E-07    0.18939E+01    0.30435E+02   -0.15632E-08    0.11617E-07   -0.15632E-08    0.24798E-13
   643    0.17860E+04    0.56797E+00    0.11681E-07    0.56797E+00    0.30678E+02   -0.15701E-08    0.11681E-07   -0.15701E-08    0.24655E-13
   644    0.17801E+04   -0.77917E+00    0.11744E-07   -0.77917E+00    0.30916E+02   -0.15769E-08    0.11744E-07   -0.15769E-08    0.24514E-13
   645    0.17742E+04   -0.21473E+01    0.11808E-07   -0.21473E+01    0.31151E+02   -0.15834E-08    0.11808E-07   -0.15834E-08    0.24374E-13
   646    0.17685E+04   -0.35358E+01    0.11871E-07   -0.35358E+01    0.31382E+02   -0.15896E-08    0.11871E-07   -0.15896E-08    0.24234E-13
   647    0.17631E+04   -0.49446E+01    0.11933E-07   -0.49446E+01    0.31610E+02   -0.15956E-08    0.11933E-07   -0.15956E-08    0.24096E-13
   648    0.17577E+04   -0.63716E+01    0.11995E-07   -0.63716E+01    0.31833E+02   -0.16014E-08    0.11995E-07   -0.16014E-08    0.23959E-13
   649    0.17526E+04   -0.78178E+01    0.12057E-07   -0.78178E+01    0.32052E+02   -0.16070E-08    0.12057E-07   -0.16070E-08    0.23822E-13
   650    0.17476E+04   -0.92817E+01    0.12118E-07   -0.92817E+01    0.32267E+02   -0.16123E-08    0.12118E-07   -0.16123E-08    0.23687E-13
   651    0.17428E+04   -0.10763E+02    0.12179E-07   -0.10763E+02    0.32479E+02   -0.16174E-08    0.12179E-07   -0.16174E-08    0.23552E-13
   652    0.17381E+04   -0.12262E+02    0.12240E-07   -0.12262E+02    0.32686E+02   -0.16223E-08    0.12240E-07   -0.16223E-08    0.23419E-13
   653    0.17337E+04   -0.13776E+02    0.12299E-07   -0.13776E+02    0.32888E+02   -0.16270E-08    0.12299E-07   -0.16270E-08    0.23286E-13
   654    0.17293E+04   -0.15304E+02    0.12359E-07   -0.15304E+02    0.33086E+02   -0.16314E-08    0.12359E-07   -0.16314E-08    0.23154E-13
   655    0.17251E+04   -0.16849E+02    0.12418E-07   -0.16849E+02    0.33279E+02   -0.16356E-08    0.12418E-07   -0.16356E-08    0.23024E-13
   656    0.17212E+04   -0.18407E+02    0.12476E-07   -0.18407E+02    0.33468E+02   -0.16396E-08    0.12476E-07   -0.16396E-08    0.22894E-13
   657    0.17175E+04   -0.19978E+02    0.12534E-07   -0.19978E+02    0.33652E+02   -0.16433E-08    0.12534E-07   -0.16433E-08    0.22765E-13
   658    0.17138E+04   -0.21562E+02    0.12592E-07   -0.21562E+02    0.33832E+02   -0.16468E-08    0.12592E-07   -0.16468E-08    0.22637E-13
   659    0.17104E+04   -0.23159E+02    0.12648E-07   -0.23159E+02    0.34007E+02   -0.16502E-08    0.12648E-07   -0.16502E-08    0.22510E-13
   660    0.17072E+04   -0.24766E+02    0.12705E-07   -0.24766E+02    0.34176E+02   -0.16533E-08    0.12705E-07   -0.16533E-08    0.22383E-13
   661    0.17042E+04   -0.26384E+02    0.12761E-07   -0.26384E+02    0.34340E+02   -0.16561E-08    0.12761E-07   -0.16561E-08    0.22258E-13
   662    0.17014E+04   -0.28012E+02    0.12816E-07   -0.28012E+02    0.34500E+02   -0.16588E-08    0.12816E-07   -0.16588E-08    0.22133E-13
   663    0.16987E+04   -0.29650E+02    0.12871E-07   -0.29650E+02    0.34655E+02   -0.16612E-08    0.12871E-07   -0.16612E-08    0.22010E-13
   664    0.16962E+04   -0.31296E+02    0.12925E-07   -0.31296E+02    0.34803E+02   -0.16635E-08    0.12925E-07   -0.16635E-08    0.21887E-13
   665    0.16939E+04   -0.32951E+02    0.12979E-07   -0.32951E+02    0.34947E+02   -0.16655E-08    0.12979E-07   -0.16655E-08    0.21765E-13
   666    0.16918E+04   -0.34612E+02    0.13032E-07   -0.34612E+02    0.35086E+02   -0.16673E-08    0.13032E-07   -0.16673E-08    0.21644E-13
   667    0.16899E+04   -0.36280E+02    0.13084E-07   -0.36280E+02    0.35218E+02   -0.16689E-08    0.13084E-07   -0.16689E-08    0.21524E-13
   668    0.16880E+04   -0.37954E+02    0.13136E-07   -0.37954E+02    0.35346E+02   -0.16703E-08    0.13136E-07   -0.16703E-08    0.21404E-13
   669    0.16866E+04   -0.39633E+02    0.13188E-07   -0.39633E+02    0.35469E+02   -0.16715E-08    0.13188E-07   -0.16715E-08    0.21286E-13
   670    0.16852E+04   -0.41315E+02    0.13238E-07   -0.41315E+02    0.35585E+02   -0.16725E-08    0.13238E-07   -0.16725E-08    0.21168E-13
   671    0.16841E+04   -0.43002E+02    0.13289E-07   -0.43002E+02    0.35698E+02   -0.16733E-08    0.13289E-07   -0.16733E-08    0.21051E-13
   672    0.16831E+04   -0.44693E+02    0.13338E-07   -0.44693E+02    0.35803E+02   -0.16739E-08    0.13338E-07   -0.16739E-08    0.20935E-13
   673    0.16824E+04   -0.46384E+02    0.13387E-07   -0.46384E+02    0.35904E+02   -0.16743E-08    0.13387E-07   -0.16743E-08    0.20819E-13
   674    0.16818E+04   -0.48078E+02    0.13436E-07   -0.48078E+02    0.35998E+02   -0.16745E-08    0.13436E-07   -0.16745E-08    0.20705E-13
   675    0.16814E+04   -0.49772E+02    0.13483E-07   -0.49772E+02    0.36087E+02   -0.16745E-08    0.13483E-07   -0.16745E-08    0.20591E-13
   676    0.16812E+04   -0.51466E+02    0.13530E-07   -0.51466E+02    0.36170E+02   -0.16743E-08    0.13530E-07   -0.16743E-08    0.20478E-13
   677    0.16812E+04   -0.53159E+02    0.13577E-07   -0.53159E+02    0.36247E+02   -0.16739E-08    0.13577E-07   -0.16739E-08    0.20366E-13
   678    0.16814E+04   -0.54851E+02    0.13623E-07   -0.54851E+02    0.36318E+02   -0.16733E-08    0.13623E-07   -0.16733E-08    0.20255E-13
   679    0.16818E+04   -0.56541E+02    0.13668E-07   -0.56541E+02    0.36384E+02   -0.16725E-08    0.13668E-07   -0.16725E-08    0.20144E-13
   680    0.16825E+04   -0.58228E+02    0.13713E-07   -0.58228E+02    0.36444E+02   -0.16715E-08    0.13713E-07   -0.16715E-08    0.20034E-13
   681    0.16833E+04   -0.59911E+02    0.13757E-07   -0.59911E+02    0.36498E+02   -0.16704E-08    0.13757E-07   -0.16704E-08    0.19925E-13
   682    0.16842E+04   -0.61591E+02    0.13800E-07   -0.61591E+02    0.36545E+02   -0.16690E-08    0.13800E-07   -0.16690E-08    0.19817E-13
   683    0.16855E+04   -0.63266E+02    0.13843E-07   -0.63266E+02    0.36588E+02   -0.16675E-08    0.13843E-07   -0.16675E-08    0.19709E-13
   684    0.16868E+04   -0.64936E+02    0.13884E-07   -0.64936E+02    0.36623E+02   -0.16658E-08    0.13884E-07   -0.16658E-08    0.19602E-13
   685    0.16883E+04   -0.66600E+02    0.13926E-07   -0.66600E+02    0.36653E+02   -0.16639E-08    0.13926E-07   -0.16639E-08    0.19496E-13
   686    0.16900E+04   -0.68248E+02    0.13966E-07   -0.68248E+02    0.36677E+02   -0.16618E-08    0.13966E-07   -0.16618E-08    0.19390E-13
   687    0.16920E+04   -0.69893E+02    0.14006E-07   -0.69893E+02    0.36695E+02   -0.16595E-08    0.14006E-07   -0.16595E-08    0.19286E-13
   688    0.16940E+04   -0.71532E+02    0.14045E-07   -0.71532E+02    0.36707E+02   -0.16571E-08    0.14045E-07   -0.16571E-08    0.19182E-13
   689    0.16963E+04   -0.73158E+02    0.14084E-07   -0.73158E+02    0.36712E+02   -0.16544E-08    0.14084E-07   -0.16544E-08    0.19078E-13
   690    0.16987E+04   -0.74778E+02    0.14122E-07   -0.74778E+02    0.36713E+02   -0.16516E-08    0.14122E-07   -0.16516E-08    0.18976E-13
   691    0.17014E+04   -0.76384E+02    0.14159E-07   -0.76384E+02    0.36705E+02   -0.16487E-08    0.14159E-07   -0.16487E-08    0.18874E-13
   692    0.17042E+04   -0.77978E+02    0.14195E-07   -0.77978E+02    0.36694E+02   -0.16455E-08    0.14195E-07   -0.16455E-08    0.18772E-13
   693    0.17072E+04   -0.79565E+02    0.14231E-07   -0.79565E+02    0.36676E+02   -0.16422E-08    0.14231E-07   -0.16422E-08    0.18672E-13
   694    0.17103E+04   -0.81132E+02    0.14265E-07   -0.81132E+02    0.36651E+02   -0.16387E-08    0.14265E-07   -0.16387E-08    0.18572E-13
   695    0.17137E+04   -0.82685E+02    0.14299E-07   -0.82685E+02    0.36622E+02   -0.16350E-08    0.14299E-07   -0.16350E-08    0.18473E-13
   696    0.17173E+04   -0.84240E+02    0.14333E-07   -0.84240E+02    0.36586E+02   -0.16312E-08    0.14333E-07   -0.16312E-08    0.18374E-13
   697    0.17210E+04   -0.85767E+02    0.14365E-07   -0.85767E+02    0.36545E+02   -0.16272E-08    0.14365E-07   -0.16272E-08    0.18276E-13
   698    0.17248E+04   -0.87281E+02    0.14397E-07   -0.87281E+02    0.36496E+02   -0.16230E-08    0.14397E-07   -0.16230E-08    0.18179E-13
   699    0.17288E+04   -0.88775E+02    0.14428E-07   -0.88775E+02    0.36443E+02   -0.16187E-08    0.14428E-07   -0.16187E-08    0.18082E-13
   700    0.17331E+04   -0.90255E+02    0.14459E-07   -0.90255E+02    0.36383E+02   -0.16142E-08    0.14459E-07   -0.16142E-08    0.17986E-13
   701    0.17374E+04   -0.91722E+02    0.14488E-07   -0.91722E+02    0.36318E+02   -0.16095E-08    0.14488E-07   -0.16095E-08    0.17891E-13
   702    0.17420E+04   -0.93161E+02    0.14517E-07   -0.93161E+02    0.36247E+02   -0.16047E-08    0.14517E-07   -0.16047E-08    0.17796E-13
   703    0.17466E+04   -0.94602E+02    0.14545E-07   -0.94602E+02    0.36170E+02   -0.15998E-08    0.14545E-07   -0.15998E-08    0.17702E-13
   704    0.17515E+04   -0.96008E+02    0.14572E-07   -0.96008E+02    0.36088E+02   -0.15946E-08    0.14572E-07   -0.15946E-08    0.17608E-13
   705    0.17564E+04   -0.97393E+02    0.14598E-07   -0.97393E+02    0.35999E+02   -0.15893E-08    0.14598E-07   -0.15893E-08    0.17515E-13
   706    0.17615E+04   -0.98765E+02    0.14624E-07   -0.98765E+02    0.35905E+02   -0.15839E-08    0.14624E-07   -0.15839E-08    0.17423E-13
   707    0.17667E+04   -0.10012E+03    0.14648E-07   -0.10012E+03    0.35806E+02   -0.15783E-08    0.14648E-07   -0.15783E-08    0.17331E-13
   708    0.17722E+04   -0.10143E+03    0.14672E-07   -0.10143E+03    0.35701E+02   -0.15726E-08    0.14672E-07   -0.15726E-08    0.17240E-13
   709    0.17777E+04   -0.10274E+03    0.14695E-07   -0.10274E+03    0.35591E+02   -0.15667E-08    0.14695E-07   -0.15667E-08    0.17150E-13
   710    0.17834E+04   -0.10403E+03    0.14718E-07   -0.10403E+03    0.35475E+02   -0.15606E-08    0.14718E-07   -0.15606E-08    0.17060E-13
   711    0.17892E+04   -0.10528E+03    0.14739E-07   -0.10528E+03    0.35354E+02   -0.15544E-08    0.14739E-07   -0.15544E-08    0.16970E-13
   712    0.17952E+04   -0.10652E+03    0.14760E-07   -0.10652E+03    0.35227E+02   -0.15481E-08    0.14760E-07   -0.15481E-08    0.16881E-13
   713    0.18014E+04   -0.10773E+03    0.14780E-07   -0.10773E+03    0.35095E+02   -0.15416E-08    0.14780E-07   -0.15416E-08    0.16793E-13
   714    0.18075E+04   -0.10891E+03    0.14799E-07   -0.10891E+03    0.34959E+02   -0.15350E-08    0.14799E-07   -0.15350E-08    0.16706E-13
   715    0.18139E+04   -0.11008E+03    0.14817E-07   -0.11008E+03    0.34816E+02   -0.15283E-08    0.14817E-07   -0.15283E-08    0.16618E-13
   716    0.18204E+04   -0.11121E+03    0.14834E-07   -0.11121E+03    0.34669E+02   -0.15214E-08    0.14834E-07   -0.15214E-08    0.16532E-13
   717    0.18269E+04   -0.11232E+03    0.14851E-07   -0.11232E+03    0.34517E+02   -0.15143E-08    0.14851E-07   -0.15143E-08    0.16446E-13
   718    0.18336E+04   -0.11340E+03    0.14866E-07   -0.11340E+03    0.34360E+02   -0.15072E-08    0.14866E-07   -0.15072E-08    0.16361E-13
   719    0.18404E+04   -0.11445E+03    0.14881E-07   -0.11445E+03    0.34197E+02   -0.14999E-08    0.14881E-07   -0.14999E-08    0.16276E-13
   720    0.18472E+04   -0.11548E+03    0.14895E-07   -0.11548E+03    0.34029E+02   -0.14924E-08    0.14895E-07   -0.14924E-08    0.16192E-13
   721    0.18543E+04   -0.11647E+03    0.14908E-07   -0.11647E+03    0.33859E+02   -0.14849E-08    0.14908E-07   -0.14849E-08    0.16108E-13
   722    0.18614E+04   -0.11743E+03    0.14920E-07   -0.11743E+03    0.33682E+02   -0.14772E-08    0.14920E-07   -0.14772E-08    0.16025E-13
   723    0.18686E+04   -0.11837E+03    0.14932E-07   -0.11837E+03    0.33501E+02   -0.14694E-08    0.14932E-07   -0.14694E-08    0.15942E-13
   724    0.18759E+04   -0.11928E+03    0.14942E-07   -0.11928E+03    0.33316E+02   -0.14614E-08    0.14942E-07   -0.14614E-08    0.15860E-13
   725    0.18832E+04   -0.12016E+03    0.14952E-07   -0.12016E+03    0.33127E+02   -0.14534E-08    0.14952E-07   -0.14534E-08    0.15778E-13
   726    0.18907E+04   -0.12100E+03    0.14961E-07   -0.12100E+03    0.32935E+02   -0.14452E-08    0.14961E-07   -0.14452E-08    0.15697E-13
   727    0.18983E+04   -0.12182E+03    0.14969E-07   -0.12182E+03    0.32737E+02   -0.14369E-08    0.14969E-07   -0.14369E-08    0.15617E-13
   728    0.19059E+04   -0.12261E+03    0.14976E-07   -0.12261E+03    0.32533E+02   -0.14285E-08    0.14976E-07   -0.14285E-08    0.15537E-13
   729    0.19136E+04   -0.12337E+03    0.14982E-07   -0.12337E+03    0.32327E+02   -0.14199E-08    0.14982E-07   -0.14199E-08    0.15457E-13
   730    0.19213E+04   -0.12409E+03    0.14987E-07   -0.12409E+03    0.32117E+02   -0.14113E-08    0.14987E-07   -0.14113E-08    0.15378E-13
   731    0.19292E+04   -0.12477E+03    0.14992E-07   -0.12477E+03    0.31902E+02   -0.14025E-08    0.14992E-07   -0.14025E-08    0.15299E-13
   732    0.19370E+04   -0.12542E+03    0.14995E-07   -0.12542E+03    0.31686E+02   -0.13936E-08    0.14995E-07   -0.13936E-08    0.15221E-13
   733    0.19450E+04   -0.12605E+03    0.14998E-07   -0.12605E+03    0.31464E+02   -0.13846E-08    0.14998E-07   -0.13846E-08    0.15144E-13
   734    0.19531E+04   -0.12663E+03    0.14999E-07   -0.12663E+03    0.31239E+02   -0.13755E-08    0.14999E-07   -0.13755E-08    0.15067E-13
   735    0.19612E+04   -0.12720E+03    0.15000E-07   -0.12720E+03    0.31010E+02   -0.13663E-08    0.15000E-07   -0.13663E-08    0.14990E-13
   736    0.19692E+04   -0.12771E+03    0.15000E-07   -0.12771E+03    0.30777E+02   -0.13570E-08    0.15000E-07   -0.13570E-08    0.14914E-13
   737    0.19774E+04   -0.12821E+03    0.14999E-07   -0.12821E+03    0.30543E+02   -0.13476E-08    0.14999E-07   -0.13476E-08    0.14839E-13
   738    0.19855E+04   -0.12865E+03    0.14997E-07   -0.12865E+03    0.30305E+02   -0.13380E-08    0.14997E-07   -0.13380E-08    0.14764E-13
   739    0.19937E+04   -0.12907E+03    0.14994E-07   -0.12907E+03    0.30064E+02   -0.13284E-08    0.14994E-07   -0.13284E-08    0.14689E-13
   740    0.20019E+04   -0.12946E+03    0.14991E-07   -0.12946E+03    0.29820E+02   -0.13187E-08    0.14991E-07   -0.13187E-08    0.14615E-13
   741    0.20102E+04   -0.12981E+03    0.14986E-07   -0.12981E+03    0.29572E+02   -0.13089E-08    0.14986E-07   -0.13089E-08    0.14541E-13
   742    0.20185E+04   -0.13012E+03    0.14980E-07   -0.13012E+03    0.29324E+02   -0.12989E-08    0.14980E-07   -0.12989E-08    0.14468E-13
   743    0.20269E+04   -0.13040E+03    0.14974E-07   -0.13040E+03    0.29073E+02   -0.12889E-08    0.14974E-07   -0.12889E-08    0.14395E-13
   744    0.20353E+04   -0.13064E+03    0.14966E-07   -0.13064E+03    0.28819E+02   -0.12788E-08    0.14966E-07   -0.12788E-08    0.14323E-13
   745    0.20436E+04   -0.13086E+03    0.14958E-07   -0.13086E+03    0.28562E+02   -0.12686E-08    0.14958E-07   -0.12686E-08    0.14251E-13
   746    0.20519E+04   -0.13102E+03    0.14949E-07   -0.13102E+03    0.28304E+02   -0.12583E-08    0.14949E-07   -0.12583E-08    0.14180E-13
   747    0.20602E+04   -0.13116E+03    0.14938E-07   -0.13116E+03    0.28043E+02   -0.12479E-08    0.14938E-07   -0.12479E-08    0.14109E-13
