#    L    TT             EE             BB             TE             PP             TP             EP          
   803    0.24126E+04    0.13929E+02    0.00000E+00   -0.85421E+02    0.69389E-08    0.10531E-04   -0.47194E-06
   804    0.24150E+04    0.13751E+02    0.00000E+00   -0.83815E+02    0.69235E-08    0.10505E-04   -0.46284E-06
   805    0.24174E+04    0.13578E+02    0.00000E+00   -0.82193E+02    0.69082E-08    0.10478E-04   -0.45373E-06
   806    0.24194E+04    0.13408E+02    0.00000E+00   -0.80556E+02    0.68929E-08    0.10451E-04   -0.44461E-06
   807    0.24213E+04    0.13244E+02    0.00000E+00   -0.78904E+02    0.68777E-08    0.10423E-04   -0.43549E-06
   808    0.24229E+04    0.13086E+02    0.00000E+00   -0.77229E+02    0.68625E-08    0.10395E-04   -0.42637E-06
   809    0.24245E+04    0.12932E+02    0.00000E+00   -0.75546E+02    0.68473E-08    0.10366E-04   -0.41724E-06
   810    0.24257E+04    0.12783E+02    0.00000E+00   -0.73839E+02    0.68322E-08    0.10337E-04   -0.40811E-06
   811    0.24268E+04    0.12638E+02    0.00000E+00   -0.72118E+02    0.68171E-08    0.10308E-04   -0.39898E-06
   812    0.24277E+04    0.12501E+02    0.00000E+00   -0.70387E+02    0.68021E-08    0.10278E-04   -0.38985E-06
   813    0.24284E+04    0.12366E+02    0.00000E+00   -0.68644E+02    0.67872E-08    0.10248E-04   -0.38072E-06
   814    0.24291E+04    0.12238E+02    0.00000E+00   -0.66888E+02    0.67722E-08    0.10218E-04   -0.37158E-06
   815    0.24294E+04    0.12115E+02    0.00000E+00   -0.65121E+02    0.67574E-08    0.10187E-04   -0.36245E-06
   816    0.24295E+04    0.11998E+02    0.00000E+00   -0.63343E+02    0.67425E-08    0.10155E-04   -0.35332E-06
   817    0.24294E+04    0.11886E+02    0.00000E+00   -0.61554E+02    0.67277E-08    0.10124E-04   -0.34418E-06
   818    0.24293E+04    0.11780E+02    0.00000E+00   -0.59755E+02    0.67130E-08    0.10092E-04   -0.33505E-06
   819    0.24288E+04    0.11679E+02    0.00000E+00   -0.57947E+02    0.66983E-08    0.10060E-04   -0.32592E-06
   820    0.24283E+04    0.11583E+02    0.00000E+00   -0.56130E+02    0.66836E-08    0.10027E-04   -0.31680E-06
   821    0.24274E+04    0.11493E+02    0.00000E+00   -0.54307E+02    0.66690E-08    0.99938E-05   -0.30767E-06
   822    0.24264E+04    0.11409E+02    0.00000E+00   -0.52476E+02    0.66544E-08    0.99603E-05   -0.29855E-06
   823    0.24252E+04    0.11331E+02    0.00000E+00   -0.50638E+02    0.66399E-08    0.99266E-05   -0.28943E-06
   824    0.24237E+04    0.11259E+02    0.00000E+00   -0.48794E+02    0.66254E-08    0.98925E-05   -0.28032E-06
   825    0.24221E+04    0.11192E+02    0.00000E+00   -0.46946E+02    0.66110E-08    0.98580E-05   -0.27121E-06
   826    0.24202E+04    0.11132E+02    0.00000E+00   -0.45093E+02    0.65966E-08    0.98233E-05   -0.26211E-06
   827    0.24181E+04    0.11077E+02    0.00000E+00   -0.43238E+02    0.65822E-08    0.97882E-05   -0.25301E-06
   828    0.24160E+04    0.11029E+02    0.00000E+00   -0.41379E+02    0.65679E-08    0.97527E-05   -0.24391E-06
   829    0.24135E+04    0.10987E+02    0.00000E+00   -0.39518E+02    0.65536E-08    0.97170E-05   -0.23483E-06
   830    0.24109E+04    0.10950E+02    0.00000E+00   -0.37658E+02    0.65394E-08    0.96809E-05   -0.22575E-06
   831    0.24081E+04    0.10920E+02    0.00000E+00   -0.35796E+02    0.65252E-08    0.96445E-05   -0.21667E-06
   832    0.24051E+04    0.10895E+02    0.00000E+00   -0.33935E+02    0.65111E-08    0.96078E-05   -0.20761E-06
   833    0.24019E+04    0.10876E+02    0.00000E+00   -0.32074E+02    0.64970E-08    0.95708E-05   -0.19855E-06
   834    0.23985E+04    0.10863E+02    0.00000E+00   -0.30214E+02    0.64829E-08    0.95335E-05   -0.18950E-06
   835    0.23950E+04    0.10858E+02    0.00000E+00   -0.28357E+02    0.64689E-08    0.94958E-05   -0.18047E-06
   836    0.23911E+04    0.10857E+02    0.00000E+00   -0.26502E+02    0.64549E-08    0.94579E-05   -0.17144E-06
   837    0.23871E+04    0.10863E+02    0.00000E+00   -0.24651E+02    0.64410E-08    0.94197E-05   -0.16242E-06
   838    0.23829E+04    0.10875E+02    0.00000E+00   -0.22804E+02    0.64271E-08    0.93812E-05   -0.15341E-06
   839    0.23784E+04    0.10893E+02    0.00000E+00   -0.20960E+02    0.64132E-08    0.93425E-05   -0.14441E-06
   840    0.23739E+04    0.10918E+02    0.00000E+00   -0.19122E+02    0.63994E-08    0.93034E-05   -0.13542E-06
   841    0.23691E+04    0.10948E+02    0.00000E+00   -0.17292E+02    0.63856E-08    0.92641E-05   -0.12645E-06
   842    0.23641E+04    0.10984E+02    0.00000E+00   -0.15466E+02    0.63719E-08    0.92245E-05   -0.11748E-06
   843    0.23590E+04    0.11027E+02    0.00000E+00   -0.13651E+02    0.63582E-08    0.91846E-05   -0.10853E-06
   844    0.23536E+04    0.11076E+02    0.00000E+00   -0.11842E+02    0.63445E-08    0.91445E-05   -0.99595E-07
   845    0.23481E+04    0.11129E+02    0.00000E+00   -0.10043E+02    0.63309E-08    0.91041E-05   -0.90671E-07
   846    0.23425E+04    0.11191E+02    0.00000E+00   -0.82535E+01    0.63173E-08    0.90634E-05   -0.81761E-07
   847    0.23367E+04    0.11257E+02    0.00000E+00   -0.64740E+01    0.63038E-08    0.90225E-05   -0.72866E-07
   848    0.23307E+04    0.11330E+02    0.00000E+00   -0.47060E+01    0.62903E-08    0.89814E-05   -0.63986E-07
   849    0.23244E+04    0.11408E+02    0.00000E+00   -0.29490E+01    0.62768E-08    0.89400E-05   -0.55122E-07
   850    0.23181E+04    0.11493E+02    0.00000E+00   -0.12040E+01    0.62634E-08    0.88983E-05   -0.46273E-07
   851    0.23115E+04    0.11583E+02    0.00000E+00    0.52832E+00    0.62500E-08    0.88565E-05   -0.37441E-07
   852    0.23047E+04    0.11680E+02    0.00000E+00    0.22476E+01    0.62367E-08    0.88143E-05   -0.28626E-07
   853    0.22978E+04    0.11782E+02    0.00000E+00    0.39532E+01    0.62233E-08    0.87720E-05   -0.19830E-07
   854    0.22907E+04    0.11890E+02    0.00000E+00    0.56435E+01    0.62101E-08    0.87295E-05   -0.11054E-07
   855    0.22834E+04    0.12005E+02    0.00000E+00    0.73196E+01    0.61968E-08    0.86867E-05   -0.22993E-08
   856    0.22761E+04    0.12123E+02    0.00000E+00    0.89796E+01    0.61836E-08    0.86437E-05    0.64332E-08
   857    0.22685E+04    0.12248E+02    0.00000E+00    0.10623E+02    0.61705E-08    0.86005E-05    0.15142E-07
   858    0.22607E+04    0.12381E+02    0.00000E+00    0.12249E+02    0.61573E-08    0.85570E-05    0.23827E-07
   859    0.22528E+04    0.12516E+02    0.00000E+00    0.13859E+02    0.61442E-08    0.85134E-05    0.32485E-07
   860    0.22448E+04    0.12657E+02    0.00000E+00    0.15451E+02    0.61312E-08    0.84696E-05    0.41116E-07
   861    0.22366E+04    0.12805E+02    0.00000E+00    0.17023E+02    0.61182E-08    0.84256E-05    0.49719E-07
   862    0.22282E+04    0.12958E+02    0.00000E+00    0.18576E+02    0.61052E-08    0.83813E-05    0.58293E-07
   863    0.22197E+04    0.13116E+02    0.00000E+00    0.20109E+02    0.60923E-08    0.83369E-05    0.66836E-07
   864    0.22111E+04    0.13279E+02    0.00000E+00    0.21623E+02    0.60793E-08    0.82923E-05    0.75347E-07
   865    0.22021E+04    0.13447E+02    0.00000E+00    0.23114E+02    0.60665E-08    0.82475E-05    0.83824E-07
   866    0.21934E+04    0.13621E+02    0.00000E+00    0.24583E+02    0.60536E-08    0.82026E-05    0.92268E-07
   867    0.21843E+04    0.13801E+02    0.00000E+00    0.26031E+02    0.60408E-08    0.81575E-05    0.10068E-06
   868    0.21751E+04    0.13984E+02    0.00000E+00    0.27457E+02    0.60281E-08    0.81121E-05    0.10905E-06
   869    0.21658E+04    0.14173E+02    0.00000E+00    0.28859E+02    0.60154E-08    0.80667E-05    0.11738E-06
   870    0.21563E+04    0.14367E+02    0.00000E+00    0.30239E+02    0.60027E-08    0.80210E-05    0.12568E-06
   871    0.21467E+04    0.14565E+02    0.00000E+00    0.31593E+02    0.59900E-08    0.79752E-05    0.13393E-06
   872    0.21370E+04    0.14769E+02    0.00000E+00    0.32924E+02    0.59774E-08    0.79293E-05    0.14214E-06
   873    0.21272E+04    0.14977E+02    0.00000E+00    0.34231E+02    0.59648E-08    0.78832E-05    0.15031E-06
   874    0.21172E+04    0.15190E+02    0.00000E+00    0.35511E+02    0.59522E-08    0.78369E-05    0.15844E-06
   875    0.21071E+04    0.15407E+02    0.00000E+00    0.36766E+02    0.59397E-08    0.77905E-05    0.16652E-06
   876    0.20969E+04    0.15629E+02    0.00000E+00    0.37996E+02    0.59272E-08    0.77440E-05    0.17456E-06
   877    0.20867E+04    0.15854E+02    0.00000E+00    0.39199E+02    0.59148E-08    0.76973E-05    0.18254E-06
   878    0.20763E+04    0.16084E+02    0.00000E+00    0.40375E+02    0.59024E-08    0.76505E-05    0.19048E-06
   879    0.20658E+04    0.16319E+02    0.00000E+00    0.41524E+02    0.58900E-08    0.76036E-05    0.19837E-06
   880    0.20553E+04    0.16557E+02    0.00000E+00    0.42646E+02    0.58777E-08    0.75565E-05    0.20621E-06
   881    0.20446E+04    0.16798E+02    0.00000E+00    0.43739E+02    0.58653E-08    0.75093E-05    0.21400E-06
   882    0.20338E+04    0.17044E+02    0.00000E+00    0.44804E+02    0.58531E-08    0.74620E-05    0.22173E-06
   883    0.20230E+04    0.17294E+02    0.00000E+00    0.45839E+02    0.58408E-08    0.74146E-05    0.22941E-06
   884    0.20120E+04    0.17547E+02    0.00000E+00    0.46847E+02    0.58286E-08    0.73671E-05    0.23703E-06
   885    0.20009E+04    0.17804E+02    0.00000E+00    0.47825E+02    0.58164E-08    0.73195E-05    0.24460E-06
   886    0.19898E+04    0.18065E+02    0.00000E+00    0.48773E+02    0.58043E-08    0.72717E-05    0.25210E-06
   887    0.19786E+04    0.18328E+02    0.00000E+00    0.49691E+02    0.57922E-08    0.72239E-05    0.25955E-06
   888    0.19674E+04    0.18595E+02    0.00000E+00    0.50579E+02    0.57801E-08    0.71760E-05    0.26694E-06
   889    0.19560E+04    0.18864E+02    0.00000E+00    0.51436E+02    0.57681E-08    0.71279E-05    0.27427E-06
   890    0.19445E+04    0.19138E+02    0.00000E+00    0.52262E+02    0.57560E-08    0.70798E-05    0.28153E-06
   891    0.19331E+04    0.19414E+02    0.00000E+00    0.53057E+02    0.57441E-08    0.70317E-05    0.28873E-06
   892    0.19216E+04    0.19692E+02    0.00000E+00    0.53823E+02    0.57321E-08    0.69834E-05    0.29586E-06
   893    0.19100E+04    0.19974E+02    0.00000E+00    0.54556E+02    0.57202E-08    0.69350E-05    0.30293E-06
   894    0.18984E+04    0.20257E+02    0.00000E+00    0.55258E+02    0.57083E-08    0.68866E-05    0.30993E-06
   895    0.18867E+04    0.20543E+02    0.00000E+00    0.55930E+02    0.56965E-08    0.68382E-05    0.31686E-06
   896    0.18750E+04    0.20832E+02    0.00000E+00    0.56569E+02    0.56847E-08    0.67896E-05    0.32372E-06
   897    0.18631E+04    0.21123E+02    0.00000E+00    0.57177E+02    0.56729E-08    0.67410E-05    0.33051E-06
   898    0.18514E+04    0.21416E+02    0.00000E+00    0.57753E+02    0.56611E-08    0.66923E-05    0.33722E-06
   899    0.18396E+04    0.21711E+02    0.00000E+00    0.58296E+02    0.56494E-08    0.66436E-05    0.34387E-06
   900    0.18276E+04    0.22008E+02    0.00000E+00    0.58808E+02    0.56377E-08    0.65949E-05    0.35044E-06
   901    0.18158E+04    0.22306E+02    0.00000E+00    0.59288E+02    0.56260E-08    0.65461E-05    0.35693E-06
   902    0.18039E+04    0.22607E+02    0.00000E+00    0.59735E+02    0.56144E-08    0.64972E-05    0.36334E-06
   903    0.17918E+04    0.22908E+02    0.00000E+00    0.60150E+02    0.56028E-08    0.64483E-05    0.36968E-06
   904    0.17799E+04    0.23211E+02    0.00000E+00    0.60532E+02    0.55912E-08    0.63994E-05    0.37595E-06
   905    0.17679E+04    0.23516E+02    0.00000E+00    0.60881E+02    0.55797E-08    0.63505E-05    0.38214E-06
   906    0.17559E+04    0.23821E+02    0.00000E+00    0.61197E+02    0.55682E-08    0.63015E-05    0.38825E-06
   907    0.17439E+04    0.24127E+02    0.00000E+00    0.61480E+02    0.55567E-08    0.62525E-05    0.39429E-06
   908    0.17320E+04    0.24434E+02    0.00000E+00    0.61731E+02    0.55453E-08    0.62035E-05    0.40025E-06
   909    0.17200E+04    0.24741E+02    0.00000E+00    0.61949E+02    0.55339E-08    0.61545E-05    0.40613E-06
   910    0.17080E+04    0.25051E+02    0.00000E+00    0.62135E+02    0.55225E-08    0.61055E-05    0.41194E-06
   911    0.16960E+04    0.25359E+02    0.00000E+00    0.62287E+02    0.55111E-08    0.60565E-05    0.41767E-06
   912    0.16840E+04    0.25669E+02    0.00000E+00    0.62407E+02    0.54998E-08    0.60075E-05    0.42333E-06
   913    0.16717E+04    0.25978E+02    0.00000E+00    0.62493E+02    0.54885E-08    0.59585E-05    0.42891E-06
   914    0.16598E+04    0.26288E+02    0.00000E+00    0.62549E+02    0.54772E-08    0.59095E-05    0.43442E-06
   915    0.16478E+04    0.26597E+02    0.00000E+00    0.62571E+02    0.54660E-08    0.58605E-05    0.43985E-06
   916    0.16359E+04    0.26906E+02    0.00000E+00    0.62561E+02    0.54548E-08    0.58115E-05    0.44520E-06
   917    0.16240E+04    0.27216E+02    0.00000E+00    0.62520E+02    0.54436E-08    0.57626E-05    0.45048E-06
   918    0.16121E+04    0.27525E+02    0.00000E+00    0.62445E+02    0.54325E-08    0.57137E-05    0.45568E-06
   919    0.16003E+04    0.27833E+02    0.00000E+00    0.62339E+02    0.54214E-08    0.56648E-05    0.46081E-06
   920    0.15885E+04    0.28141E+02    0.00000E+00    0.62200E+02    0.54103E-08    0.56160E-05    0.46586E-06
   921    0.15768E+04    0.28448E+02    0.00000E+00    0.62029E+02    0.53992E-08    0.55672E-05    0.47083E-06
   922    0.15650E+04    0.28754E+02    0.00000E+00    0.61827E+02    0.53882E-08    0.55185E-05    0.47574E-06
   923    0.15533E+04    0.29058E+02    0.00000E+00    0.61594E+02    0.53772E-08    0.54698E-05    0.48056E-06
   924    0.15416E+04    0.29362E+02    0.00000E+00    0.61329E+02    0.53662E-08    0.54212E-05    0.48531E-06
   925    0.15301E+04    0.29664E+02    0.00000E+00    0.61033E+02    0.53553E-08    0.53726E-05    0.48998E-06
   926    0.15185E+04    0.29966E+02    0.00000E+00    0.60707E+02    0.53444E-08    0.53241E-05    0.49458E-06
   927    0.15071E+04    0.30266E+02    0.00000E+00    0.60350E+02    0.53335E-08    0.52756E-05    0.49910E-06
   928    0.14957E+04    0.30564E+02    0.00000E+00    0.59962E+02    0.53226E-08    0.52273E-05    0.50355E-06
   929    0.14843E+04    0.30860E+02    0.00000E+00    0.59545E+02    0.53118E-08    0.51790E-05    0.50792E-06
   930    0.14730E+04    0.31154E+02    0.00000E+00    0.59098E+02    0.53010E-08    0.51308E-05    0.51222E-06
   931    0.14618E+04    0.31447E+02    0.00000E+00    0.58621E+02    0.52902E-08    0.50827E-05    0.51644E-06
   932    0.14507E+04    0.31737E+02    0.00000E+00    0.58115E+02    0.52795E-08    0.50346E-05    0.52058E-06
   933    0.14396E+04    0.32024E+02    0.00000E+00    0.57581E+02    0.52688E-08    0.49867E-05    0.52465E-06
   934    0.14286E+04    0.32311E+02    0.00000E+00    0.57019E+02    0.52581E-08    0.49388E-05    0.52865E-06
   935    0.14177E+04    0.32594E+02    0.00000E+00    0.56427E+02    0.52474E-08    0.48911E-05    0.53257E-06
   936    0.14069E+04    0.32874E+02    0.00000E+00    0.55807E+02    0.52368E-08    0.48435E-05    0.53641E-06
   937    0.13961E+04    0.33153E+02    0.00000E+00    0.55160E+02    0.52262E-08    0.47960E-05    0.54018E-06
   938    0.13855E+04    0.33429E+02    0.00000E+00    0.54486E+02    0.52156E-08    0.47486E-05    0.54388E-06
   939    0.13750E+04    0.33700E+02    0.00000E+00    0.53784E+02    0.52051E-08    0.47013E-05    0.54749E-06
   940    0.13644E+04    0.33970E+02    0.00000E+00    0.53057E+02    0.51945E-08    0.46541E-05    0.55104E-06
   941    0.13541E+04    0.34236E+02    0.00000E+00    0.52302E+02    0.51840E-08    0.46071E-05    0.55451E-06
   942    0.13438E+04    0.34499E+02    0.00000E+00    0.51522E+02    0.51736E-08    0.45602E-05    0.55790E-06
   943    0.13337E+04    0.34758E+02    0.00000E+00    0.50717E+02    0.51631E-08    0.45135E-05    0.56122E-06
   944    0.13236E+04    0.35014E+02    0.00000E+00    0.49885E+02    0.51527E-08    0.44669E-05    0.56446E-06
   945    0.13137E+04    0.35266E+02    0.00000E+00    0.49030E+02    0.51423E-08    0.44204E-05    0.56763E-06
   946    0.13039E+04    0.35515E+02    0.00000E+00    0.48150E+02    0.51320E-08    0.43741E-05    0.57072E-06
   947    0.12941E+04    0.35760E+02    0.00000E+00    0.47247E+02    0.51217E-08    0.43280E-05    0.57374E-06
   948    0.12843E+04    0.36002E+02    0.00000E+00    0.46320E+02    0.51113E-08    0.42820E-05    0.57668E-06
   949    0.12749E+04    0.36239E+02    0.00000E+00    0.45371E+02    0.51011E-08    0.42361E-05    0.57955E-06
   950    0.12654E+04    0.36473E+02    0.00000E+00    0.44399E+02    0.50908E-08    0.41905E-05    0.58234E-06
   951    0.12562E+04    0.36703E+02    0.00000E+00    0.43405E+02    0.50806E-08    0.41450E-05    0.58506E-06
   952    0.12470E+04    0.36929E+02    0.00000E+00    0.42391E+02    0.50704E-08    0.40997E-05    0.58770E-06
   953    0.12380E+04    0.37149E+02    0.00000E+00    0.41355E+02    0.50602E-08    0.40546E-05    0.59027E-06
   954    0.12291E+04    0.37366E+02    0.00000E+00    0.40298E+02    0.50501E-08    0.40096E-05    0.59276E-06
   955    0.12202E+04    0.37578E+02    0.00000E+00    0.39221E+02    0.50399E-08    0.39648E-05    0.59518E-06
   956    0.12115E+04    0.37786E+02    0.00000E+00    0.38124E+02    0.50298E-08    0.39203E-05    0.59753E-06
   957    0.12030E+04    0.37988E+02    0.00000E+00    0.37010E+02    0.50198E-08    0.38758E-05    0.59981E-06
   958    0.11945E+04    0.38185E+02    0.00000E+00    0.35875E+02    0.50097E-08    0.38316E-05    0.60201E-06
   959    0.11863E+04    0.38379E+02    0.00000E+00    0.34722E+02    0.49997E-08    0.37876E-05    0.60414E-06
   960    0.11781E+04    0.38568E+02    0.00000E+00    0.33554E+02    0.49897E-08    0.37438E-05    0.60619E-06
   961    0.11700E+04    0.38751E+02    0.00000E+00    0.32367E+02    0.49798E-08    0.37001E-05    0.60818E-06
   962    0.11622E+04    0.38930E+02    0.00000E+00    0.31165E+02    0.49698E-08    0.36567E-05    0.61009E-06
   963    0.11544E+04    0.39104E+02    0.00000E+00    0.29946E+02    0.49599E-08    0.36134E-05    0.61193E-06
   964    0.11468E+04    0.39272E+02    0.00000E+00    0.28713E+02    0.49500E-08    0.35703E-05    0.61371E-06
   965    0.11393E+04    0.39435E+02    0.00000E+00    0.27464E+02    0.49401E-08    0.35275E-05    0.61541E-06
   966    0.11320E+04    0.39593E+02    0.00000E+00    0.26202E+02    0.49303E-08    0.34848E-05    0.61704E-06
   967    0.11248E+04    0.39747E+02    0.00000E+00    0.24926E+02    0.49205E-08    0.34424E-05    0.61860E-06
   968    0.11177E+04    0.39893E+02    0.00000E+00    0.23637E+02    0.49107E-08    0.34001E-05    0.62009E-06
   969    0.11108E+04    0.40034E+02    0.00000E+00    0.22336E+02    0.49009E-08    0.33581E-05    0.62151E-06
   970    0.11041E+04    0.40171E+02    0.00000E+00    0.21022E+02    0.48912E-08    0.33163E-05    0.62286E-06
   971    0.10974E+04    0.40302E+02    0.00000E+00    0.19697E+02    0.48815E-08    0.32746E-05    0.62414E-06
   972    0.10909E+04    0.40426E+02    0.00000E+00    0.18362E+02    0.48718E-08    0.32332E-05    0.62536E-06
   973    0.10845E+04    0.40545E+02    0.00000E+00    0.17015E+02    0.48621E-08    0.31921E-05    0.62650E-06
   974    0.10783E+04    0.40659E+02    0.00000E+00    0.15659E+02    0.48525E-08    0.31511E-05    0.62758E-06
